127.0.0.1 - - [26/Sep/2018:08:01:18 +0000] "GET / HTTP/1.0" 200 108 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:01:19 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://labo1.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:02:35 +0000] "GET / HTTP/1.0" 200 108 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:02:35 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://labo1.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:02:45 +0000] "GET / HTTP/1.0" 200 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:02:45 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://labo1.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:03:39 +0000] "GET / HTTP/1.0" 200 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:03:42 +0000] "GET / HTTP/1.0" 200 144 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:03:42 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://labo1.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:05:20 +0000] "GET / HTTP/1.0" 200 104 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:05:21 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://labo1.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:08:48 +0000] "GET / HTTP/1.0" 200 104 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:08:48 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://labo1.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:08:59 +0000] "GET / HTTP/1.0" 200 104 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:09:00 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://labo1.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:11:35 +0000] "GET / HTTP/1.0" 200 104 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:11:36 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://labo1.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:14:03 +0000] "GET / HTTP/1.0" 200 104 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:14:04 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://labo1.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:14:13 +0000] "GET / HTTP/1.0" 200 120 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:14:13 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://labo1.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:15:04 +0000] "GET / HTTP/1.0" 200 4506 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:15:05 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://labo1.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:15:25 +0000] "GET / HTTP/1.0" 200 4444 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:15:26 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://labo1.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:16:33 +0000] "GET / HTTP/1.0" 200 4271 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:16:34 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://labo1.local/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
127.0.0.1 - - [26/Sep/2018:08:18:09 +0000] "GET / HTTP/1.0" 200 4271 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.100 Safari/537.36"
